t,B_Gx,B_Gy,B_Gz,B_Ax,B_Ay,B_Az
0.0,0.0002522938490496228,0.001936875699270627,0.002293058841138902,0.3219437167996915,0.07240710856892223,9.830188673578876
0.0006024398784838668,0.0002583829217462224,0.001943288237384098,-0.0013653868833209978,0.26474587336081723,0.0628914513348532,9.801289843324051
0.0012048797569677336,0.0003018699891127673,-0.0017102085246896114,-0.002572156119077856,0.25514699675868446,0.08218722975581494,9.815448042431203
0.0018073196354516003,0.0015054199336209412,-0.0005665751907121152,-0.002590558819123184,0.2740944296713907,0.09704703489212528,9.886974397171018
0.002409759513935467,-0.0021487169672701257,-0.00034397843057089436,-0.0013285814832303421,0.2932762506045363,0.13907896183009455,9.782099732418772
0.003012199392419334,0.00027423173813431506,0.0007268809918291885,-0.0025806312340088174,0.28382539122492756,0.05809487256725555,9.8109548053478
0.0036146392709032007,0.006303770895265545,0.005224365390752779,-0.0014489252686166762,0.3030322602399381,0.005241936383894613,9.792225000218615
0.004217079149387067,0.0002128661634808111,0.005594647486753317,0.0010608642605891604,0.2647611836421463,0.06280959455417345,9.79176088372879
0.004819519027870934,-0.0009492264045596846,0.000795379877997621,0.0010919796330309303,0.3219346009889466,0.08666848791035967,9.820602080493758
0.005421958906354801,0.0027207593127194746,-0.0006436241276985092,-0.0013852420535497311,0.3124855540696808,0.06252527406157103,9.787288382094165
0.006024398784838668,-0.0033522669117782996,-0.0014876117645483908,-0.0013101787831850142,0.26472812862935424,0.08667405970069557,9.786900348114733
0.006626838663322534,0.002722789003618341,-0.0006414866149940188,-0.002604723961703031,0.3123596635888609,0.09636118052623673,9.830034222129848
0.007229278541806401,-0.0009866243992296298,0.004455289178184801,-0.0013596968556721118,0.2980838984861761,0.08674925557115105,9.815691611614625
0.007831718420290268,-0.002178384909147444,0.0020909735732434153,-0.00011757469000800325,0.29817248704372706,0.043637690424119704,9.806335552488926
0.008434158298774135,0.00027423173813431506,0.0007268809918291885,-0.0025806312340088174,0.30288765124760164,0.07234075184846774,9.811013963123148
0.009036598177258002,-0.0009748349646392702,0.003234606907220911,-0.00013597739005333115,0.29340700998562413,0.057841552195103646,9.787190801992246
0.009639038055741869,0.0014895711172328485,0.0006498320548427944,-0.0013753144684353646,0.3552750605644394,0.0868255405614949,9.858922303588912
0.010241477934225736,0.0014619328662543963,0.003086921571361594,-0.0013837895833663258,0.31250914148146536,-0.018139138108661607,9.859082168834476
0.010843917812709603,-0.004631001556429203,0.0034550661546576414,0.002345481853992811,0.27433660793225884,0.04837675162126386,9.787112433053613
0.01144635769119347,-0.0021665954745570845,0.0008702913022795248,0.0011061447756107775,0.3363108567003238,0.08626804315696188,9.782573835561612
0.012048797569677337,0.00390643074994069,0.0017142789391294063,0.0010310815052460604,0.25518624624206065,0.0725022871700505,9.80119302536488
0.012651237448161202,-0.00584431124462887,0.003534252604348526,-7.931681973394207e-05,0.3506732628004523,0.07172900423314629,9.768425623107476
0.013253677326645069,0.0026793019362517964,0.0030120101470796903,-0.001397954725946173,0.32210217540327674,0.019446887274766927,9.787519678196329
0.013856117205128936,-0.004624912483732604,0.0034614786927711126,-0.0013129638704670894,0.2647468471408709,0.05341115070078817,9.810857225245883
0.014458557083612803,0.0038869112625577037,0.004159918506466167,-0.003855321242298101,0.30290247463890385,0.0769990453848205,9.79670131256697
0.01506099696209667,0.005127859201735823,0.0016436425402564833,-0.001422047453640387,0.23603393699175537,0.11558842398696725,9.796138853832483
0.015663436840580535,-0.0009886540901284963,0.004453151665480311,-0.00014021494751881178,0.27416089148723743,0.120379430964229,9.820175624187758
0.016265876719064404,0.00512379981993809,0.0016393675148475026,0.0010169163626662131,0.3601309386404362,0.08635098905753,9.80654222363127
0.01686831659754827,0.0026850022981455566,0.0017849153380023292,0.0034842104641325078,0.2599608391109084,0.04403704605762913,9.829924368946676
0.017470756476032138,-0.005816672993650418,0.0010971630878297263,-7.08417048029808e-05,0.27424899315476153,0.08200801613423017,9.806035874101143
0.018073196354516003,0.005147767399921648,0.0004315103201105544,-0.005076255620634807,0.2934630304204098,0.0338543018775619,9.777757898213409
