t,B_Gx,B_Gy,B_Gz,B_Ax,B_Ay,B_Az
0.0,-0.0033977836700437108,0.0021637474848208286,0.001116072360725144,0.2406001101930523,0.25405165372918104,9.776553008722994
0.0006024309899981297,0.003916190493632183,0.0004914591554610255,0.0034742828790181412,0.25952882459424187,0.30217436786539886,9.824122486331659
0.0012048619799962595,-0.006964946436201688,-0.004920649279185369,-3.548877489573037e-05,0.27874480941999735,0.23506005234060046,9.81497927428759
0.0018072929699943893,-0.004575725054472299,-0.0014191128783799581,0.0023624320838547333,0.2738630445818463,0.26409829091778014,9.852950647872627
0.002409723959992519,0.005151438070916542,-0.0007977220016712975,0.0010253914775971745,0.25953369349450983,0.2547728646950736,9.871959395940818
0.0030121549499906486,-0.0021527763490678587,-0.00034825345597987514,0.001110382333076258,0.24066148641813262,0.1779227499242816,9.819740705514233
0.0036145859399887787,0.005107951003549997,0.0028557747604024118,0.0022321607133540325,0.24547094676011544,0.18243391907938847,9.791163813381463
0.004217016929986908,0.001487541426333982,0.0006476945421383041,-0.00015583256028206443,0.2214201017202496,0.2688606022052622,9.819258902146617
0.004819447919985038,-0.000947196713660818,0.0007975173907021115,-0.0001275022751223699,0.2884011671269962,0.1775565726509994,9.805739244284347
0.005421878909983168,-0.0009610158391500441,0.0020160621489615114,-0.00013173983258785052,0.2930008822311119,0.28741518692965856,9.795797625749831
0.006024309899981297,0.00026041261264508897,0.0019454257500885887,-0.002584868791474298,0.23583365935489584,0.2777358161342301,9.747840876304483
0.006626740889979427,0.0038787924989622377,0.004151368455648206,0.0010226063903150992,0.2071917281316323,0.24478265595703969,9.790680485728354
0.007229171879977557,0.0002661129745388489,0.000718330941011227,0.002297296398604383,0.21677237311227535,0.25400963621895284,9.757349100450966
0.007831602869975687,-0.0069925846871801405,-0.0024835597626665703,-4.396388982669163e-05,0.26925310478716785,0.2537828332968039,9.762434756227904
0.008434033859973817,0.0002722020472354485,0.0007247434791246982,-0.0013611493258555173,0.2643651454784326,0.2686415493132259,9.819521682493322
0.009036464849971946,0.0063314091462439975,0.002787275874233979,-0.0014404501536857148,0.23104096996432244,0.25892233924734587,9.781239881724739
0.009638895839970076,0.0002522938490496228,0.001936875699270627,0.002293058841138902,0.2740530975281431,0.20149405542820029,9.800791115221388
0.010241326829968206,-0.0021804146000463107,0.002088836060538925,0.0011019072181452968,0.24541103120511543,0.24434237193319036,9.762327189472972
0.010843757819966335,-0.000947196713660818,0.0007975173907021115,-0.0001275022751223699,0.2454269634762355,0.16371888815329763,9.838885456010914
0.011446188809964465,-0.004617182430939977,0.002236521396398242,0.0023497194114582916,0.23108703590807372,0.1828752922231261,9.83395653811124
0.012048619799962594,0.000270172356336582,0.0007226059664202078,-0.00014166741770221716,0.2882891262574249,0.2255310732860829,9.82460505184202
0.012651050789960724,-0.004581425416366059,-0.00019201806930259653,-0.0025197331062239477,0.25956480094719464,0.2498690008166816,9.857685167711212
0.013253481779958854,-0.0009195584626823658,-0.0016395721258166886,-0.00011902716019140862,0.2835485621814228,0.22065154861791714,9.81030162579611
0.013855912769956983,0.0026890616799432896,0.00178919036341131,0.0010452466478259078,0.3073504125000454,0.24925725320136016,9.815096827695537
0.014458343759955115,-0.003354296602677166,-0.001489749277252881,-9.069687503171408e-05,0.20724774856641795,0.22079540563949793,9.781247581949515
0.015060774749953244,-0.0021804146000463107,0.002088836060538925,0.0011019072181452968,0.23568153032165895,0.2690740833069626,9.852697854178937
0.015663205739951374,-0.0009333775881715919,-0.00042102736755728846,-0.00012326471765688926,0.25973808294208206,0.20156707305887905,9.800703521772487
0.016265636729949504,-0.0010065325974154555,0.00566742139833073,0.0022945113113223077,0.29793295992349134,0.21547002515714697,9.77229259202725
0.016868067719947633,0.0026593937380659707,0.004224142367225619,0.0022562534410482467,0.3027266230941183,0.22480320140996612,9.748460968528827
0.017470498709945763,-0.004601333614551885,0.0010201141508433323,0.001134475060770472,0.3120541615428053,0.24012096887012774,9.867573725612349
0.018072929699943893,-0.004577754745371166,-0.0014212503910844485,0.0035819139920080334,0.21655559472353475,0.278856382733632,9.866836079980057
0.018675360689942022,0.002673212863555197,0.003005597608966219,0.002260490998513727,0.2500918148258818,0.23532887277297762,9.829097526782677
0.019277791679940152,-0.0021507466581689922,-0.00034611594327538475,-0.00010909957507704198,0.28822775003234463,0.3016599770909824,9.781417355050781
0.01988022266993828,0.0014993308609243417,-0.0005729877288255863,0.0010678869053367163,0.3073743517020926,0.23965416739627549,9.810370770224475
0.02048265365993641,0.00027993210002807506,-0.0005002138172481729,0.0023015339560698636,0.2787793251028698,0.19697513624298074,9.834190882784391
0.02108508464993454,-0.0033977836700437108,0.0021637474848208286,0.001116072360725144,0.2596519288346652,0.2209778866207478,9.833978035702764
0.02168751563993267,0.0014757519917436225,0.0018683768131021944,-0.001379552025900845,0.22627027221568902,0.24946637782350709,9.79077806583027
0.0222899466299308,-0.0021763552182485777,0.002093111085947906,-0.0013370565981613034,0.2932427087017174,0.16768357729364922,9.7724555058438
0.02289237761992893,0.0002563532308473559,0.0019411507246796078,-0.0001459049751676978,0.28829010003747857,0.21605077265201786,9.834172433763852
0.02349480860992706,0.0014716926099458895,0.0018641017876932138,0.001059411790405755,0.26446953120733935,0.22070797706848228,9.805420354733279
