,cur,rot
0.0,-1.119022049613315e-05,3.4018838436622687
0.0006002491714719,-3.0703545986107305e-08,3.7506494254924547
0.0012004983429438,3.720056428502228e-09,2.996589260136982
0.0018007475144156996,-8.662511648141752e-10,3.4668581810886216
0.0024009966858876,2.7226759695124174e-10,2.6151968901754046
0.0030012458573594994,-1.0216921254119269e-10,2.336364258962144
0.003601495028831399,4.297937437173151e-11,2.1421294615123507
0.004201744200303299,-1.947138885941823e-11,2.165653970465489
0.0048019933717752,9.396350588113564e-12,2.1555677318684494
0.005402242543247099,-4.749956965652795e-12,2.1560269856821477
0.006002491714718999,2.39381831810706e-12,2.1422293923308113
0.0066027408861908995,-1.0645322335769853e-12,2.142906118689414
0.007202990057662798,3.886142466180027e-13,2.137870646929942
0.007803239229134699,-1.8302552453800412e-13,2.1479080195758016
0.008403488400606599,1.1898651694127838e-13,2.157688695027068
0.009003737572078499,6.982527424551093e-14,2.1599167995780446
0.0096039867435504,-2.1187889124593914e-13,2.151360178491259
0.010204235915022298,2.4887487898686365e-13,2.147508499041964
0.010804485086494198,-1.0545473559370818e-13,2.146010158347312
0.0114047342579661,1.5589521605412776e-14,2.1453856419842756
0.012004983429437998,-1.4747937017489336e-13,2.1445395776376497
0.0126052326009099,2.416587307912995e-13,2.1437071721790555
0.013205481772381799,-1.8371158728345424e-13,2.1357804635792923
0.0138057309438537,7.565259499278267e-15,2.1228304781657745
0.014405980115325597,2.0614094016546044e-15,2.1121359054923796
0.015006229286797498,1.0303236577049993e-13,2.108562222209614
0.015606478458269398,-2.1800860623256875e-13,2.108693253735032
0.0162067276297413,7.320209316134667e-14,2.110552886034736
0.016806976801213198,4.6214624300239167e-14,2.1134751406593026
0.017407225972685098,-3.928253703098084e-14,2.116891516009146
0.018007475144156997,-1.146051291065701e-13,2.118623716937266
0.018607724315628897,1.8212790748556078e-13,2.1194161373744502
0.0192079734871008,-2.013520041088683e-14,2.1212204583879064
0.0198082226585727,-8.899256867031301e-14,2.124215256077858
0.020408471830044597,2.30731861958021e-14,2.1249489981145473
0.021008721001516496,1.6044029230452885e-13,2.121754724029431
0.021608970172988396,-1.201241153595401e-13,2.116034100340554
0.0222092193444603,-2.984433821558378e-14,2.1094916382838274
0.0228094685159322,1.1513564945913996e-13,2.102988992591373
0.0234097176874041,3.156751221527301e-14,2.1008452243013322
0.024009966858875995,-1.5673793426966358e-13,2.1073875945336047
0.0246102160303479,8.494733149116216e-14,2.11917667710062
0.0252104652018198,8.686694237052958e-14,2.126728920562285
0.025810714373291695,-1.097377311084113e-13,2.126428593662261
0.026410963544763598,-5.408512544582628e-14,2.1225731403511783
0.027011212716235498,1.638702079597992e-13,2.118485719695028
0.0276114618877074,-4.5447058406106684e-14,2.1124314935042867
0.028211711059179297,-1.244304195564674e-13,2.1048740598611326
0.028811960230651194,8.346157708148691e-14,2.1024219319126423
0.029412209402123097,8.439990183220336e-14,2.1105035340732736
0.030012458573594997,-1.5333410293968649e-13,2.1239818755578286
0.0306127077450669,-1.247352904925035e-14,2.131933445074794
0.031212956916538796,1.5187747540087322e-13,2.132131000568479
0.0318132060880107,-3.79033728679814e-14,2.133156843773468
0.0324134552594826,-1.1057886724246044e-13,2.1381227622731664
0.0330137044309545,1.4484076881104335e-13,2.138253250593479
0.033613953602426395,6.480563063296804e-14,2.1299079211171494
0.0342142027738983,-1.499670208382424e-13,2.1247838898320914
0.034814451945370195,-1.2172684241510548e-14,2.131258757920411
0.0354147011168421,1.497723557992616e-13,2.139509014047076
0.036014950288313995,-7.251855693907077e-14,2.138264813095096
0.03661519945978589,-6.912306596919732e-14,2.1329797721271624
0.037215448631257794,1.348172513949814e-13,2.1326339528275806
0.0378156978027297,5.64024051827816e-14,2.132167440818372
0.0384159469742016,-1.7071576755658253e-13,2.123348111294623
0.03901619614567349,5.12360342826568e-14,2.1116048446643885
0.0396164453171454,1.4110491892705453e-13,2.1069196728886745
0.0402166944886173,-9.635685179215222e-14,2.108425326465539
0.04081694366008919,-1.0474045192482511e-13,2.1110416997491397
0.041417192831561096,1.55726337077835e-13,2.1169719551104786
0.04201744200303299,4.820930815127941e-15,2.1277246986588834
0.0426176911745049,-1.7454478302359036e-13,2.1355962643404767
0.04321794034597679,5.05540351046605e-14,2.135545998502909
0.043818189517448695,1.1843826637058683e-13,2.1352167388068395
0.0444184386889206,-1.7156364452282735e-13,2.1412917613014506
0.04501868786039249,-9.179769004757482e-14,2.1471063124536562
0.0456189370318644,1.727203240770731e-13,2.145291556736482
0.0462191862033363,-3.078743283200929e-14,2.1414198724793314
0.0468194353748082,-1.9645766887216532e-13,2.142806818374393
0.047419684546280094,9.375267822850438e-14,2.143676103219069
0.04801993371775199,1.3718286941007222e-13,2.1335189938213954
0.048620182889223894,-1.4013772976012024e-13,2.1143987689583574
0.0492204320606958,-2.6652409388900412e-14,2.1003805411573966
0.04982068123216769,2.1513903082210622e-13,2.101666245482013
