t,rot,cur,A_Gx,A_Gy,A_Gz,A_Ax,A_Ay,A_Az,B_Gx,B_Gy,B_Gz,B_Ax,B_Ay,B_Az
0.0,208.35164835164838,0.0,-0.002676022854152637,-0.0008907441174300011,0.0003388505330855297,0.14158500682771152,0.3372162682604693,9.778214395190872,-0.002079226541507179,-0.001898302422577752,0.0029634810332295706,0.029080501307846902,0.32339174610338084,9.841551736326746
0.000602455652122698,208.52747252747255,0.0,0.0009688583146526575,0.00157028762279301,-0.0034283700184178207,0.12749271074222113,0.33823184675973383,9.811690660316515,-0.0020045729521057667,-0.0017308285631471478,0.0005331155094907708,0.03950395442657729,0.3453605427068941,9.802981816241703
0.001204911304245396,208.43956043956047,0.0,0.0022581239494213726,-0.008162409106070691,-0.003270808375785505,0.1025170634490868,0.32302977494527246,9.769263011328475,-0.0019725709100054706,0.0007701069684225538,-0.000705180494244793,0.08616647428797593,0.32050774316519764,9.831644758740074
0.001807366956368094,194.2857142857143,0.0,-0.00023433677621387145,-0.0008708940799679937,-0.0021420558800482065,0.08386630037939341,0.338496389881954,9.8027266991086,-0.0019725709100054706,0.0007701069684225538,-0.000705180494244793,-0.014959882261073004,0.30177523368247156,9.851720640303945
0.002409822608490792,177.31868131868134,0.0,-0.001435362670468318,-0.0032944807712542924,-0.002070312863666792,0.0696978281328356,0.3531809407372676,9.807592206884044,0.0016076165507575323,-0.003176786314653175,0.001601117777893585,-0.002950419869573867,0.35276197791657676,9.822264532653831
0.0030122782606134897,163.95604395604397,0.0,-0.0026826776315919815,0.00034247923605970355,-0.0008986510548040432,0.1136999600412332,0.3813430263001959,9.802140514663888,0.001602291798157122,-0.000759587712798775,0.001578004536027421,0.034240221152473285,0.33602102132125095,9.803154117417327
0.003614733912736188,153.93406593406596,0.0,-0.0026297337872834203,-0.006951290816030296,-0.0007610682593958056,0.12391077582584861,0.4330435504762299,9.763699421379414,0.001639618592857828,-0.000675850783083473,0.0003628217741580213,0.07288689376579516,0.33657286593239016,9.8601403240496
0.004217189564858886,153.75824175824178,0.0,-0.0014530106185711717,-0.0008632240872242928,-0.002116173795469538,0.13741015215588948,0.3893275465062953,9.749468532991857,-0.003260180096861278,-0.0005547590183140752,0.0017896540218936446,0.0732222705967604,0.35288688563795634,9.788317397519235
0.004819645216981584,153.6703296703297,0.0,0.0034371635023487993,-0.0033427557537038014,-0.0009592700799932655,0.13410752983009758,0.4340196849172783,9.80638340433882,0.0004880047033038198,0.004377227453677105,-0.002060857861846551,0.09364802411875457,0.3689709012080341,9.854752607690116
0.005422100869104282,152.70329670329673,0.0,0.0010329425172278244,-0.008207524147751104,0.00039878707475776265,0.14845991746603476,0.4289316418429088,9.801468885562056,-0.0007889549783511667,-0.001782035736768323,0.00048020313802421495,0.07083675312473739,0.39662320924656885,9.802018811907725
0.0060245565212269795,152.52747252747253,0.0,0.0009799986729192632,-0.0009137540956611041,0.00026120427934952497,0.09506497850516203,0.4152768674833985,9.806968939593157,0.00042932537170363823,-0.0030418422113166975,0.000438847387490741,0.06299123450149305,0.32799951218770534,9.874651264091584
0.006627012173349677,152.79120879120882,0.0,-0.0014287078930289739,-0.004527704124743997,-0.0008328112757772197,0.10536158097091179,0.43028486893817947,9.835310785626472,-0.0020019105758055616,-0.0029394278640743478,0.0005446721304238527,0.04136430575365611,0.27706039529355997,9.894630134460384
0.007229467825472376,154.19780219780222,0.0,-0.0014506942343559927,-0.0021316374636634067,0.0015504700363964342,0.0845511778295326,0.385995069243096,9.783456816869856,-0.0031802017548594554,-0.002804483760737871,-0.0006175982599789915,0.021270053209241357,0.35338526353765565,9.865034883364133
0.007831923477595074,155.95604395604397,0.0,0.0022031580961038243,-0.002172242453369214,0.00268739490464863,0.0892348853289256,0.38101957570072853,9.778664176406018,0.0005439681321059615,-0.003999230723097992,-0.0031951442771843775,0.038265055966880165,0.40509054807275935,9.859394651861694
0.008434379129717772,155.25274725274727,0.0,-0.0002386751694380369,-0.000906084102917403,0.0002870863639281932,0.07470819282367594,0.3534875606289501,9.821799888151691,0.001642280969158033,-0.0018844500840106727,0.00037437839509110325,0.03250212079984837,0.38620210313874864,9.859708558476843
0.00903683478184047,153.93406593406596,0.0,0.0009623507248164093,0.0015175025883688957,0.0002153433475467791,0.10327194604673814,0.3153687053386405,9.84541133125838,-0.005795409299571981,-0.0043293533629992316,0.0055756969132342024,0.03847695867922124,0.32241617629969804,9.82718240172429
0.009639290433963167,154.10989010989013,0.0,-0.00018139293190531027,-0.008164664132057993,-0.0020044730846399688,0.04995935426048817,0.3295357352348062,9.812714697821228,-0.0008582838151521687,-0.004366708198053328,0.0029336819036291785,0.12287352325258749,0.29055693220378803,9.841362637923385
0.010241746086085865,154.19780219780222,0.0,-0.00024532994687738105,0.0003271392505723015,-0.0009504152239613796,0.10903375382871823,0.37252858260061994,9.83078770566989,-0.004470473318015468,-0.0029207504465473,0.0018656796352263642,0.06728515595124189,0.322087705787074,9.85084479919148
0.010844201738208563,154.2857142857143,0.0,0.0022294828306550093,-0.004533119091500396,-0.002125028651501424,0.09415501207833207,0.3442707782134745,9.845386176567345,-0.003174877002259045,-0.005221682362592271,-0.0005944850181128276,0.06032489641202163,0.3742832356575665,9.83105010323926
0.011446657390331261,153.49450549450552,0.0,0.000957865143989148,0.0027683209533333054,-0.0022367293623309936,0.10283582987372306,0.3190782752560619,9.80258096448539,-0.0007916173546513718,-0.000573436435841123,0.000468646517091133,0.0361356430041909,0.36633808840105514,9.845653130489534
0.012049113042453959,152.8791208791209,0.0,-0.001441870260304566,-0.0033472658056784067,0.0015734005022978073,0.11835999524019283,0.3486666933880469,9.84030076847634,-0.005720755710170568,-0.004161879503568627,0.003145331389495402,0.06840055529258332,0.34540324917975923,9.836182842462401
0.012651568694576657,152.70329670329673,0.0,-0.0002386751694380369,-0.000906084102917403,0.0002870863639281932,0.10946025948166639,0.3918425630484024,9.835445890475288,-0.004499812983815558,-0.0066302852790442015,0.00311553225989501,0.02250244810606862,0.38091850322629084,9.835994180785029
0.013254024346699355,153.14285714285717,0.0,0.0022096656859400725,-0.0021194574189451003,-0.0009563184613159702,0.06023056467254879,0.34910006080827016,9.83151962473781,-0.0008636085677525788,-0.0019495095961989271,0.0029105686617630147,0.015052117946274465,0.3251334835480219,9.870259709795562
0.013856479998822053,154.46153846153848,0.0,-0.002616424232404732,-0.009417737523009704,0.0017139349163833402,0.09982658191887826,0.36437523809651745,9.883276869872537,-0.0045131248653165834,-0.0005872887744082023,0.0030577491552296002,0.02121024157675644,0.35686060586262724,9.83157888000709
0.014458935650944752,154.3736263736264,0.0,-0.00023418958861077548,-0.0021569024678818123,0.0027391590738059662,0.11769879009048699,0.32886885339668637,9.816617756438795,0.0027459185588105148,-0.002186868046777754,0.0039670143092327475,0.020357425307887103,0.34582697437230286,9.793565970432581
0.01506139130306745,153.31868131868134,0.0,-0.0014553270027863503,0.0004051892892148214,-0.005782817627335511,0.13783048679528231,0.3671507503423528,9.820934162615705,-0.002076564165206974,-0.003106901723504952,0.0029750376541626527,0.09651713364821315,0.33844443196550544,9.81222289888181
0.015663846955190148,152.8791208791209,0.0,-0.0014155455257533814,-0.005708142443809587,-0.0032390230538522466,0.10343664039598369,0.37101231384999245,9.769017956321877,-0.0032575177205610728,-0.001763358319241275,0.0018012106428267264,0.08098464104498745,0.3988026438195442,9.86872782171009
0.016266302607312846,152.70329670329673,0.0,-0.0014198839189775469,-0.005743332466758996,-0.0008098808098758467,0.15611341908621695,0.3324911198437832,9.787568496838219,-0.001996585823205151,-0.0053566264659287485,0.0005677853722900165,0.028568317288910905,0.3063353724268362,9.894297405350095
0.016868758259435544,153.93406593406596,0.0,-0.0002100340506716736,-0.004535374117487698,-0.0008586933603558879,0.16613414846789767,0.3331043596271482,9.815983859373514,-0.006899046889224463,-0.00402693540023215,0.001983060999092558,0.07800241181342885,0.34901655265751563,9.816973390763426
0.01747121391155824,154.81318681318683,0.0,-0.00022985119538661004,-0.002121712444932403,0.00031001682982956615,0.1285042453838077,0.3910126395549258,9.811421099809257,0.0003573341586024312,-0.0044179153716745025,0.0028807695321626226,0.12511993177076258,0.3335270881714422,9.840725413445517
0.01807366956368094,153.31868131868134,0.0,-0.0014308770896410564,-0.004545299136218702,0.00038175984621098026,0.1187768903730741,0.39100422420103337,9.806786771314144,0.0003893362007027271,-0.0019169798401047998,0.0016424735284270588,0.10687042071793444,0.34521273981992007,9.874091791587658
0.018676125215803637,153.6703296703297,0.0,0.0009690055022557535,0.00028427923487919115,0.001452844935436352,0.07556120412957229,0.39211552152451506,9.831116257762485,0.002775258224610606,0.001522666785719148,0.0027171616845641016,0.10069405954247618,0.32831492926892414,9.802795179831731
0.019278580867926335,152.8791208791209,0.0,-0.00023418958861077548,-0.0021569024678818123,0.0027391590738059662,0.13370641623083857,0.41014938035081283,9.811262138650156,-0.000866270944052784,-0.0007409102952717271,0.002899012040829933,0.05914968543819526,0.3544430345898528,9.812256056611297
0.019881036520049033,153.5824175824176,0.0,0.003430655912512551,-0.003395540788127915,0.0026844432859713346,0.12369529736922474,0.3865125902022439,9.821018958082453,-0.003292182138961574,-0.0030556945498837773,0.0030279500256292086,0.02397796538622142,0.31845550950643237,9.832114606029098
0.02048349217217173,153.84615384615387,0.0,0.0009447027767135556,0.003948759272398896,0.0001694824157440332,0.09831853647683139,0.34744021382131696,9.783470043405748,-0.0007862926020509617,-0.0029906350376955227,0.0004917597589572969,0.0857556759890335,0.3113299966023192,9.841324992933108
0.02108594782429443,153.93406593406596,0.0,0.0009556959473770653,0.0027507259418586005,-0.0010221582403427939,0.11301508259109398,0.3338443469390539,9.821410396902635,0.0003813490718021118,0.0017088180626768,0.0016078036656278132,0.07809081540741424,0.3493877296430048,9.826512019516935
0.021688403476417126,154.19780219780222,0.0,0.0022206588566035823,-0.0033174907494853954,-0.002147959117402797,0.14191166401915886,0.3424983816945193,9.797214716922358,0.002820572148211927,-0.00201939418734715,0.001536648785493947,0.0729726696502965,0.34811242386377256,9.788388200238998
0.022290859128539824,153.14285714285717,0.0,-0.00021885802472310046,-0.0033197457754726985,-0.0008816238262572609,0.11320688874728449,0.3526744678432584,9.807043754475885,-0.003294844515261779,-0.0018470952489565771,0.0030163934046961265,0.08969861077232487,0.2927651013138379,9.860654765583082
0.022893314780662522,153.14285714285717,0.0,0.000964519921428492,0.0015350975998436004,-0.0009992277744414208,0.09804266339276234,0.333045452149901,9.783543559907727,-0.0045131248653165834,-0.0005872887744082023,0.0030577491552296002,0.049885833457799,0.3559753698717694,9.840933334344015
0.02349577043278522,152.8791208791209,0.0,-0.0001659141804145393,-0.010613515827562698,-0.0007440410308490231,0.15038317437148133,0.3122656950748457,9.744921596724991,0.00034668465340161086,0.0004164818320342978,0.002834543048430295,0.0060040195318735445,0.349930523185448,9.760202054283832
0.024098226084907918,152.967032967033,0.0,-0.003918999422052135,0.0027814059128334046,-0.0009186299020281208,0.1315738879660977,0.31357947811190034,9.787971214623168,0.005241158590520306,0.0027125886691192996,0.0013845975588285078,0.056887667084527915,0.3151338094399148,9.784206592108879
