,cur,rot
0.0,4.638483521208802e-12,0.5092472637262091
0.0006002567448636,3.722571360673896e-12,4.588435522816812
0.0012005134897272,6.802215536576103e-13,1.2010812629857672
0.0018007702345908,-4.088146353700264e-12,1.7103601256676038
0.0024010269794544,1.3328977337907836e-12,1.5776127155347683
0.003001283724318,3.4828074748905847e-12,1.6397496927707527
0.0036015404691816,-3.0764450729942008e-12,1.6124181100361128
0.0042017972140452,-2.005003245809538e-12,1.6214508579401052
0.0048020539589088,4.1103976929960414e-12,1.6099173460678333
0.0054023107037724,-4.880203250937461e-15,1.6154657622801194
0.006002567448636,-4.16280269239316e-12,1.6111628739133401
0.0066028241934996,2.067144660081679e-12,1.6093456066392093
0.0072030809383632,3.1941335122475648e-12,1.6052740993665986
0.0078033376832268,-3.6769636174855575e-12,1.607767801425872
0.0084035944280904,-1.414809195433661e-12,1.6097506882213626
0.009003851172954,4.426877917746384e-12,1.6137333289625961
0.0096041079178176,-7.594401306748121e-13,1.616019905971038
0.0102043646626812,-4.1094226344442025e-12,1.6158594470143708
0.0108046214075448,2.8054797544278883e-12,1.612444309696719
0.0114048781524084,2.7743944004878083e-12,1.6109773577795576
0.012005134897272,-4.217088345974432e-12,1.609981936801955
0.0126053916421356,-7.219320075423276e-13,1.6079209101397411
0.0132056483869992,4.630919560909312e-12,1.606821021807355
0.0138059051318628,-1.5627451622362893e-12,1.6097244076732211
0.0144061618767264,-3.918522860314136e-12,1.6126479564119933
0.015006418621590002,3.5244993827001123e-12,1.6144744775453586
0.0156066753664536,2.2242309887276296e-12,1.6193428163433556
0.016206932111317202,-4.673523017020824e-12,1.6276809329202118
0.0168071888561808,6.132582651753876e-14,1.6316776991298672
0.017407445601044402,4.705082543035735e-12,1.6276769952213752
0.018007702345908,-2.393360548267712e-12,1.6208033294993602
0.018607959090771602,-3.5822006811958152e-12,1.6184265032552763
0.0192082158356352,4.199653610621044e-12,1.6228149170089976
0.019808472580498802,1.549247819623742e-12,1.6305194530003562
0.0204087293253624,-5.023022108479587e-12,1.634364976946647
0.021008986070226002,9.185649192883804e-13,1.6307344432196424
0.0216092428150896,4.634590229551322e-12,1.6230371088529314
0.022209499559953202,-3.2269347007953977e-12,1.6166469914063655
0.0228097563048168,-3.0976762667807865e-12,1.6138891138620357
0.023410013049680403,4.80445979237741e-12,1.6161141808554813
0.024010269794544,7.587623499062678e-13,1.6221416952945582
0.024610526539407603,-5.244090111027715e-12,1.6260446823730739
0.0252107832842712,1.8293204085816575e-12,1.624405428876315
0.025811040029134803,4.4077038260497504e-12,1.6224478214754923
0.0264112967739984,-4.0371049501128155e-12,1.6240113223476813
0.027011553518862003,-2.4661292301688962e-12,1.6240221367543601
0.0276118102637256,5.312685349481419e-12,1.619215511930089
0.028212067008589203,-1.329103624648782e-13,1.616738313853845
0.0288123237534528,-5.31738334347185e-12,1.6232383384510471
0.029412580498316403,2.7689988901045678e-12,1.634453090509123
0.030012837243180004,4.016284409329231e-12,1.6407412292884027
0.0306130939880436,-4.795607863629094e-12,1.6368214788414885
0.0312133507329072,-1.6939375825543325e-12,1.6249978914908667
0.0318136074777708,5.6985330263357506e-12,1.6138218405885274
0.032413864222634405,-1.106839893935449e-12,1.6105631946101224
0.033014120967498,-5.2261799499597115e-12,1.6128065322846752
0.0336143777123616,3.710385076213496e-12,1.6129083065675265
0.0342146344572252,3.457305855426477e-12,1.610526704929759
0.034814891202088805,-5.472593953475075e-12,1.611999836393331
0.0354151479469524,-7.920860035253954e-13,1.6187648088747277
0.036015404691816,5.9378072554864145e-12,1.6254700344541526
0.0366156614366796,-2.1390789536234934e-12,1.628284691812722
0.037215918181543205,-4.957132119425465e-12,1.627282384850754
0.0378161749264068,4.623183025731403e-12,1.622980389120497
0.0384164316712704,2.732565162608634e-12,1.616616913600824
0.039016688416134,-6.0385285042444605e-12,1.6114664539044137
0.039616945160997605,2.2253925250555416e-13,1.6091078176779883
0.040217201905861207,6.008483657233113e-12,1.6070519998060921
0.0408174586507248,-3.2021873741664812e-12,1.6035171492773672
0.0414177153955884,-4.50195125441815e-12,1.6014444244552253
0.042017972140452005,5.4751899743172535e-12,1.6033473637449522
0.04261822888531561,1.849570860554286e-12,1.6053493640756724
0.0432184856301792,-6.464056369523709e-12,1.6027522921908497
0.0438187423750428,1.3283812847385427e-12,1.5997493527030484
0.044418999119906405,5.891990616107033e-12,1.6050511817934507
